,Fraction of Data,Time (Seconds),Balanced Accuracy,Recall,F1
0,0.0,0.0,0.0,0.0,0.0
1,0.1,34.5625,0.999648047930161,0.9994736842105263,0.9996469738012251
2,0.2,91.953125,0.9996453124193002,0.9994655264564404,0.9996469393736589
